Name,Rank,Year,Surface,Aces,FirstServe,SecondServePointsWon,BreakPointsSaved,FirstServeReturnPointsWon,SecondServeReturnPointsWon,BreakPointsConverted,Titles
Jo-Wilfried Tsonga,9,2008,Clay,30,69,54,52,31,48,44,0
Jo-Wilfried Tsonga,9,2008,Grass,0,0,0,0,0,0,0,0
Jo-Wilfried Tsonga,9,2008,Hard,410,63,51,67,30,48,42,2
Jo-Wilfried Tsonga,9,2007,All,209,65,52,56,29,46,35,0
Jo-Wilfried Tsonga,9,2007,Clay,0,0,0,0,0,0,0,0
Jo-Wilfried Tsonga,9,2007,Grass,72,62,54,57,31,51,36,0
Jo-Wilfried Tsonga,9,2007,Hard,103,66,52,54,27,45,36,0
Jo-Wilfried Tsonga,9,2005,All,9,53,60,58,26,36,13,0
Jo-Wilfried Tsonga,9,2005,Clay,9,53,60,58,26,36,13,0
Jo-Wilfried Tsonga,9,2005,Grass,0,0,0,0,0,0,0,0
Jo-Wilfried Tsonga,9,2005,Hard,0,0,0,0,0,0,0,0
Jo-Wilfried Tsonga,9,2004,All,23,62,39,70,27,40,53,0
Jo-Wilfried Tsonga,9,2004,Clay,0,0,0,0,0,0,0,0
Jo-Wilfried Tsonga,9,2004,Grass,0,0,0,0,0,0,0,0
Jo-Wilfried Tsonga,9,2004,Hard,10,60,42,75,31,44,50,0
Richard Gasquet,10,0,All,3087,61,53,61,31,51,41,9
Richard Gasquet,10,0,Clay,672,60,52,58,34,51,45,2
Richard Gasquet,10,0,Grass,442,66,56,63,29,50,42,2
Richard Gasquet,10,0,Hard,1833,61,53,62,30,51,39,5
Richard Gasquet,10,2013,All,399,61,54,64,30,54,39,3
Richard Gasquet,10,2013,Clay,51,61,55,64,32,52,49,0
Richard Gasquet,10,2013,Grass,50,67,53,63,30,56,37,0
Richard Gasquet,10,2013,Hard,298,59,54,64,30,55,38,3
Richard Gasquet,10,2012,All,351,63,56,63,32,50,42,1
Richard Gasquet,10,2012,Clay,75,63,55,68,31,50,40,0
Richard Gasquet,10,2012,Grass,54,69,54,69,30,48,53,0
Richard Gasquet,10,2012,Hard,222,62,56,60,32,51,41,1
Richard Gasquet,10,2011,All,288,64,53,57,32,50,42,0
Richard Gasquet,10,2011,Clay,63,64,54,57,34,50,41,0
Richard Gasquet,10,2011,Grass,37,69,55,57,36,48,55,0
Richard Gasquet,10,2011,Hard,188,63,52,58,30,50,40,0
Richard Gasquet,10,2010,All,347,61,54,64,29,50,39,1
Richard Gasquet,10,2010,Clay,129,62,55,61,32,51,42,1
Richard Gasquet,10,2010,Grass,10,68,66,100,32,50,45,0
Richard Gasquet,10,2010,Hard,208,61,53,64,27,49,36,0
Richard Gasquet,10,2009,All,265,59,52,62,29,50,34,0
Richard Gasquet,10,2009,Clay,28,63,53,48,34,49,32,0
Richard Gasquet,10,2009,Grass,0,0,0,0,0,0,0,0
Richard Gasquet,10,2009,Hard,237,58,51,64,29,51,35,0
Richard Gasquet,10,2008,All,439,60,53,59,30,49,40,0
Richard Gasquet,10,2008,Clay,79,57,53,54,31,50,43,0
Richard Gasquet,10,2008,Grass,77,63,53,63,32,47,34,0
Richard Gasquet,10,2008,Hard,249,59,53,61,29,50,42,0
Richard Gasquet,10,2007,All,375,62,54,58,33,50,45,1
Richard Gasquet,10,2007,Clay,71,59,50,53,38,51,47,0
Richard Gasquet,10,2007,Grass,75,63,62,59,26,52,42,0
Richard Gasquet,10,2007,Hard,200,63,53,60,33,50,45,1
Richard Gasquet,10,2006,All,250,63,52,62,30,52,42,2
Richard Gasquet,10,2006,Clay,65,62,52,63,31,51,47,1
Richard Gasquet,10,2006,Grass,34,70,59,52,25,52,46,1
Richard Gasquet,10,2006,Hard,99,61,52,59,31,51,42,0
Richard Gasquet,10,2005,All,182,64,55,60,32,52,47,1
Richard Gasquet,10,2005,Clay,42,56,57,55,37,55,52,0
Richard Gasquet,10,2005,Grass,91,68,54,62,29,52,41,1
Richard Gasquet,10,2005,Hard,49,68,53,65,28,50,44,0
Richard Gasquet,10,2004,All,133,56,49,58,31,47,40,0
Richard Gasquet,10,2004,Clay,62,54,46,54,34,50,47,0
Richard Gasquet,10,2004,Grass,12,58,57,80,26,40,19,0
Richard Gasquet,10,2004,Hard,59,61,54,64,26,44,29,0
Richard Gasquet,10,2003,All,45,56,48,56,31,44,32,0
Richard Gasquet,10,2003,Clay,3,52,34,44,62,44,22,0
Richard Gasquet,10,2003,Grass,0,0,0,0,0,0,0,0
Richard Gasquet,10,2003,Hard,24,56,51,61,27,44,30,0
Richard Gasquet,10,2002,All,13,59,44,51,25,47,60,0
Richard Gasquet,10,2002,Clay,4,57,42,49,27,49,58,0
Richard Gasquet,10,2002,Grass,2,66,54,43,24,47,75,0
Richard Gasquet,10,2002,Hard,0,0,0,0,0,0,0,0
Milos Raonic,11,0,All,2608,63,54,69,27,45,36,5
Milos Raonic,11,0,Clay,384,61,53,68,30,46,40,0
Milos Raonic,11,0,Grass,284,65,57,67,24,42,34,0
Milos Raonic,11,0,Hard,1940,63,53,70,26,45,35,5
Milos Raonic,11,2013,All,851,63,54,68,29,44,34,2
Milos Raonic,11,2013,Clay,135,62,54,70,32,43,39,0
Milos Raonic,11,2013,Grass,58,66,49,61,24,38,22,0
Milos Raonic,11,2013,Hard,658,63,54,68,28,45,33,2
Milos Raonic,11,2012,All,1002,62,56,74,26,45,39,2
Milos Raonic,11,2012,Clay,156,58,59,75,29,47,36,0
Milos Raonic,11,2012,Grass,162,65,58,67,23,43,34,0
Milos Raonic,11,2012,Hard,684,62,54,75,26,45,41,2
Milos Raonic,11,2011,All,637,64,53,66,26,46,39,1
Milos Raonic,11,2011,Clay,93,62,47,62,30,49,46,0
Milos Raonic,11,2011,Grass,64,67,65,80,26,44,47,0
Milos Raonic,11,2011,Hard,480,65,54,68,24,45,34,1
Milos Raonic,11,2010,All,98,60,46,64,25,36,21,0
Milos Raonic,11,2010,Clay,0,0,0,0,0,0,0,0
Milos Raonic,11,2010,Grass,0,0,0,0,0,0,0,0
Milos Raonic,11,2010,Hard,98,60,46,64,25,36,21,0
Milos Raonic,11,2009,All,20,58,46,86,28,42,20,0
Milos Raonic,11,2009,Clay,0,0,0,0,0,0,0,0
Milos Raonic,11,2009,Grass,0,0,0,0,0,0,0,0
Milos Raonic,11,2009,Hard,20,58,46,86,28,42,20,0
Tommy Haas,12,0,All,5732,58,52,62,29,50,40,15
Tommy Haas,12,0,Clay,1065,57,51,61,33,49,41,2
Tommy Haas,12,0,Grass,713,60,53,65,25,49,36,2
Tommy Haas,12,0,Hard,3639,58,52,63,29,51,41,11
Tommy Haas,12,2013,All,409,61,54,64,31,49,39,2
Tommy Haas,12,2013,Clay,100,63,54,69,33,46,42,1
Tommy Haas,12,2013,Grass,68,67,56,73,27,49,32,0
Tommy Haas,12,2013,Hard,241,59,54,60,30,50,38,1
Tommy Haas,12,2012,All,291,60,52,63,30,51,38,1
Tommy Haas,12,2012,Clay,62,60,53,54,36,51,44,0
Tommy Haas,12,2012,Grass,46,66,59,76,24,47,42,1
Tommy Haas,12,2012,Hard,183,59,50,65,29,52,34,0
Tommy Haas,12,2011,All,148,61,52,61,26,50,42,0
Tommy Haas,12,2011,Clay,15,60,51,67,18,54,50,0
Tommy Haas,12,2011,Grass,29,65,56,65,25,43,30,0
Tommy Haas,12,2011,Hard,104,60,51,59,27,52,45,0
Tommy Haas,12,2010,All,69,61,49,69,26,53,34,0
Tommy Haas,12,2010,Clay,0,0,0,0,0,0,0,0
Tommy Haas,12,2010,Grass,0,0,0,0,0,0,0,0
Tommy Haas,12,2010,Hard,69,61,49,69,26,53,34,0
Tommy Haas,12,2009,All,436,60,53,66,28,48,39,1
Tommy Haas,12,2009,Clay,87,62,50,63,32,47,45,0
Tommy Haas,12,2009,Grass,100,62,53,75,25,46,40,1
Tommy Haas,12,2009,Hard,249,59,53,64,28,49,37,0
Tommy Haas,12,2008,All,234,59,52,63,29,49,39,0
Tommy Haas,12,2008,Clay,10,50,42,48,37,50,32,0
Tommy Haas,12,2008,Grass,53,63,53,57,26,47,31,0
Tommy Haas,12,2008,Hard,171,59,53,66,30,50,43,0
Tommy Haas,12,2007,All,418,61,54,65,29,51,42,1
Tommy Haas,12,2007,Clay,24,54,53,57,23,49,37,0
Tommy Haas,12,2007,Grass,35,65,56,65,30,51,52,0
Tommy Haas,12,2007,Hard,359,61,54,65,30,51,42,1
Tommy Haas,12,2006,All,473,61,54,62,30,51,40,3
Tommy Haas,12,2006,Clay,45,59,54,61,30,50,47,0
Tommy Haas,12,2006,Grass,78,61,58,69,29,49,31,0
Tommy Haas,12,2006,Hard,303,61,54,62,30,52,40,3
Tommy Haas,12,2005,All,342,57,52,57,30,51,43,0
Tommy Haas,12,2005,Clay,83,58,50,52,37,48,44,0
Tommy Haas,12,2005,Grass,27,62,52,67,30,47,46,0
Tommy Haas,12,2005,Hard,202,56,54,60,27,53,42,0
Tommy Haas,12,2004,All,316,58,51,58,30,49,43,2
Tommy Haas,12,2004,Clay,47,58,53,56,33,50,39,1
Tommy Haas,12,2004,Grass,40,61,55,67,23,44,29,0
Tommy Haas,12,2004,Hard,219,57,50,58,31,51,48,1
Tommy Haas,12,2002,All,552,55,52,62,28,49,41,0
Tommy Haas,12,2002,Clay,160,54,53,62,33,50,42,0
Tommy Haas,12,2002,Grass,0,0,0,0,0,0,0,0
Tommy Haas,12,2002,Hard,365,56,52,62,26,49,41,0
Tommy Haas,12,2001,All,599,56,52,64,31,51,40,4
Tommy Haas,12,2001,Clay,67,50,48,62,32,53,43,0
Tommy Haas,12,2001,Grass,17,54,43,52,27,37,47,0
Tommy Haas,12,2001,Hard,454,57,54,68,31,50,40,4
Tommy Haas,12,2000,All,333,54,51,62,29,49,40,0
Tommy Haas,12,2000,Clay,121,54,51,66,32,46,39,0
Tommy Haas,12,2000,Grass,52,55,56,52,24,55,32,0
Tommy Haas,12,2000,Hard,142,55,51,62,27,50,41,0
Tommy Haas,12,1999,All,539,53,51,66,27,48,39,1
Tommy Haas,12,1999,Clay,145,51,49,65,32,48,35,0
Tommy Haas,12,1999,Grass,121,52,51,71,19,49,33,0
Tommy Haas,12,1999,Hard,254,56,52,64,27,49,43,1
Tommy Haas,12,1998,All,322,59,48,58,29,52,38,0
Tommy Haas,12,1998,Clay,62,61,47,59,31,54,38,0
Tommy Haas,12,1998,Grass,33,60,46,48,24,56,39,0
Tommy Haas,12,1998,Hard,164,59,48,58,30,51,43,0
Tommy Haas,12,1997,All,225,60,50,59,29,52,43,0
Tommy Haas,12,1997,Clay,37,63,55,51,36,48,49,0
Tommy Haas,12,1997,Grass,14,61,38,43,21,61,45,0
Tommy Haas,12,1997,Hard,134,60,50,58,29,51,41,0
Tommy Haas,12,1996,All,26,53,56,67,22,55,53,0
Tommy Haas,12,1996,Clay,0,0,0,0,0,0,0,0
Tommy Haas,12,1996,Grass,0,0,0,0,0,0,0,0
Tommy Haas,12,1996,Hard,26,53,56,67,22,55,53,0
Nicolas Almagro,13,0,All,4401,59,53,63,29,50,40,12
Nicolas Almagro,13,0,Clay,2254,59,53,63,32,51,41,12
Nicolas Almagro,13,0,Grass,400,60,54,61,22,49,37,0
Nicolas Almagro,13,0,Hard,1685,58,53,63,26,48,38,0
Nicolas Almagro,13,2013,All,589,57,54,66,29,52,44,0
Nicolas Almagro,13,2013,Clay,276,57,54,71,33,51,41,0
Nicolas Almagro,13,2013,Grass,50,66,54,38,18,53,38,0
Nicolas Almagro,13,2013,Hard,263,55,53,60,25,52,51,0
Nicolas Almagro,13,2012,All,654,57,55,63,28,51,39,2
Nicolas Almagro,13,2012,Clay,270,56,54,60,31,52,40,2
Nicolas Almagro,13,2012,Grass,112,63,52,43,25,56,50,0
Nicolas Almagro,13,2012,Hard,272,57,57,68,26,50,35,0
Nicolas Almagro,13,2011,All,546,56,53,59,30,50,39,3
Nicolas Almagro,13,2011,Clay,273,56,53,59,34,51,45,3
Nicolas Almagro,13,2011,Grass,66,60,59,71,20,43,25,0
Nicolas Almagro,13,2011,Hard,207,54,53,57,25,49,29,0
Nicolas Almagro,13,2010,All,541,60,54,61,29,49,39,2
Nicolas Almagro,13,2010,Clay,262,59,56,65,31,52,40,2
Nicolas Almagro,13,2010,Grass,24,62,47,58,28,46,58,0
Nicolas Almagro,13,2010,Hard,255,61,53,58,25,46,36,0
Nicolas Almagro,13,2009,All,551,59,52,60,28,49,40,1
Nicolas Almagro,13,2009,Clay,227,59,54,56,29,51,38,1
Nicolas Almagro,13,2009,Grass,81,54,56,74,21,45,21,0
Nicolas Almagro,13,2009,Hard,243,60,49,61,30,48,47,0
Nicolas Almagro,13,2008,All,449,59,55,65,31,51,39,2
Nicolas Almagro,13,2008,Clay,305,60,54,63,34,52,41,2
Nicolas Almagro,13,2008,Grass,21,52,55,63,23,56,48,0
Nicolas Almagro,13,2008,Hard,123,59,55,70,27,49,31,0
Nicolas Almagro,13,2007,All,474,61,52,63,31,50,40,1
Nicolas Almagro,13,2007,Clay,263,61,51,62,35,51,41,1
Nicolas Almagro,13,2007,Grass,14,62,49,50,18,44,20,0
Nicolas Almagro,13,2007,Hard,188,60,53,65,25,48,40,0
Nicolas Almagro,13,2006,All,314,61,52,68,30,49,36,1
Nicolas Almagro,13,2006,Clay,160,64,54,70,33,53,38,1
Nicolas Almagro,13,2006,Grass,23,59,59,75,21,38,30,0
Nicolas Almagro,13,2006,Hard,78,57,47,63,26,43,28,0
Nicolas Almagro,13,2005,All,214,62,49,66,29,48,43,0
Nicolas Almagro,13,2005,Clay,149,63,48,65,30,47,45,0
Nicolas Almagro,13,2005,Grass,9,57,42,67,22,52,40,0
Nicolas Almagro,13,2005,Hard,56,58,53,72,26,49,35,0
Nicolas Almagro,13,2004,All,60,57,45,56,33,48,36,0
Nicolas Almagro,13,2004,Clay,60,57,45,56,33,48,36,0
Nicolas Almagro,13,2004,Grass,0,0,0,0,0,0,0,0
Nicolas Almagro,13,2004,Hard,0,0,0,0,0,0,0,0
Nicolas Almagro,13,2003,All,9,54,42,64,34,53,38,0
Nicolas Almagro,13,2003,Clay,9,54,42,64,34,53,38,0
Nicolas Almagro,13,2003,Grass,0,0,0,0,0,0,0,0
Nicolas Almagro,13,2003,Hard,0,0,0,0,0,0,0,0
Jerzy Janowicz,14,0,All,611,61,51,67,28,44,38,0
Jerzy Janowicz,14,0,Clay,122,62,51,66,29,41,35,0
Jerzy Janowicz,14,0,Grass,172,64,55,70,27,46,32,0
Jerzy Janowicz,14,0,Hard,317,59,49,66,28,46,42,0
Jerzy Janowicz,14,2013,All,409,61,49,68,29,45,36,0
Jerzy Janowicz,14,2013,Clay,103,62,53,66,31,41,36,0
Jerzy Janowicz,14,2013,Grass,119,63,55,74,28,47,31,0
Jerzy Janowicz,14,2013,Hard,187,59,45,67,28,47,39,0
Jerzy Janowicz,14,2012,All,160,62,57,60,27,44,43,0
Jerzy Janowicz,14,2012,Clay,0,0,0,0,0,0,0,0
Jerzy Janowicz,14,2012,Grass,53,64,56,60,26,43,35,0
Jerzy Janowicz,14,2012,Hard,107,60,58,60,28,45,48,0
Jerzy Janowicz,14,2011,All,8,68,47,82,19,37,50,0
Jerzy Janowicz,14,2011,Clay,8,68,47,82,19,37,50,0
Jerzy Janowicz,14,2011,Grass,0,0,0,0,0,0,0,0
Jerzy Janowicz,14,2011,Hard,0,0,0,0,0,0,0,0
Jerzy Janowicz,14,2010,All,3,62,48,62,24,42,20,0
Jerzy Janowicz,14,2010,Clay,3,62,48,62,24,42,20,0
Jerzy Janowicz,14,2010,Grass,0,0,0,0,0,0,0,0
Jerzy Janowicz,14,2010,Hard,0,0,0,0,0,0,0,0
Jerzy Janowicz,14,2009,All,23,58,54,69,27,42,42,0
Jerzy Janowicz,14,2009,Clay,0,0,0,0,0,0,0,0
Jerzy Janowicz,14,2009,Grass,0,0,0,0,0,0,0,0
Jerzy Janowicz,14,2009,Hard,23,58,54,69,27,42,42,0
Jerzy Janowicz,14,2008,All,8,53,38,43,13,40,25,0
Jerzy Janowicz,14,2008,Clay,8,53,38,43,13,40,25,0
Jerzy Janowicz,14,2008,Grass,0,0,0,0,0,0,0,0
Jerzy Janowicz,14,2008,Hard,0,0,0,0,0,0,0,0
Mikhail Youzhny,15,0,All,2909,61,51,61,31,52,42,9
Mikhail Youzhny,15,0,Clay,678,62,50,59,33,51,41,3
Mikhail Youzhny,15,0,Grass,420,62,53,64,29,53,40,0
Mikhail Youzhny,15,0,Hard,1600,59,52,61,30,52,43,6
Mikhail Youzhny,15,2013,All,246,63,51,63,29,51,41,2
Mikhail Youzhny,15,2013,Clay,76,66,48,63,32,51,40,1
Mikhail Youzhny,15,2013,Grass,45,65,57,74,25,56,40,0
Mikhail Youzhny,15,2013,Hard,125,59,51,62,29,50,42,1
Mikhail Youzhny,15,2012,All,236,62,52,60,31,54,41,1
Mikhail Youzhny,15,2012,Clay,52,64,48,53,31,52,41,0
Mikhail Youzhny,15,2012,Grass,45,64,54,63,29,54,35,0
Mikhail Youzhny,15,2012,Hard,139,61,53,62,32,54,43,1
Mikhail Youzhny,15,2011,All,182,61,52,59,30,50,39,0
Mikhail Youzhny,15,2011,Clay,46,63,52,53,33,49,39,0
Mikhail Youzhny,15,2011,Grass,32,67,51,70,29,49,37,0
Mikhail Youzhny,15,2011,Hard,104,59,53,62,27,51,40,0
Mikhail Youzhny,15,2010,All,249,63,52,61,29,52,44,2
Mikhail Youzhny,15,2010,Clay,70,67,50,65,34,53,47,1
Mikhail Youzhny,15,2010,Grass,22,66,48,53,25,55,36,0
Mikhail Youzhny,15,2010,Hard,157,61,54,60,28,52,44,1
Mikhail Youzhny,15,2009,All,268,62,52,60,31,51,40,1
Mikhail Youzhny,15,2009,Clay,68,64,51,61,30,53,37,0
Mikhail Youzhny,15,2009,Grass,13,64,58,57,28,49,47,0
Mikhail Youzhny,15,2009,Hard,187,61,52,61,32,50,41,1
Mikhail Youzhny,15,2008,All,230,62,51,66,31,51,43,1
Mikhail Youzhny,15,2008,Clay,42,59,51,56,36,48,37,0
Mikhail Youzhny,15,2008,Grass,45,64,52,70,29,52,46,0
Mikhail Youzhny,15,2008,Hard,143,62,51,68,30,51,45,1
Mikhail Youzhny,15,2007,All,333,60,52,64,31,51,42,1
Mikhail Youzhny,15,2007,Clay,84,59,51,68,34,50,37,0
Mikhail Youzhny,15,2007,Grass,31,63,51,52,30,54,49,0
Mikhail Youzhny,15,2007,Hard,181,59,52,63,31,51,41,1
Mikhail Youzhny,15,2006,All,172,58,50,58,32,51,43,0
Mikhail Youzhny,15,2006,Clay,27,60,44,54,34,50,39,0
Mikhail Youzhny,15,2006,Grass,22,65,62,47,33,57,41,0
Mikhail Youzhny,15,2006,Hard,96,56,51,60,32,53,45,0
Mikhail Youzhny,15,2005,All,180,57,53,55,31,53,46,0
Mikhail Youzhny,15,2005,Clay,35,57,52,51,37,52,44,0
Mikhail Youzhny,15,2005,Grass,33,56,52,57,28,52,43,0
Mikhail Youzhny,15,2005,Hard,99,55,54,58,28,54,46,0
Mikhail Youzhny,15,2004,All,340,58,51,63,30,51,41,0
Mikhail Youzhny,15,2004,Clay,64,58,49,63,31,53,41,0
Mikhail Youzhny,15,2004,Grass,26,61,52,65,25,48,36,0
Mikhail Youzhny,15,2004,Hard,167,55,50,60,30,50,41,0
Mikhail Youzhny,15,2003,All,163,57,52,60,34,52,40,0
Mikhail Youzhny,15,2003,Clay,39,58,50,56,37,47,44,0
Mikhail Youzhny,15,2003,Grass,22,62,52,70,27,56,32,0
Mikhail Youzhny,15,2003,Hard,80,57,54,59,35,55,42,0
Mikhail Youzhny,15,2002,All,136,64,50,60,31,54,45,1
Mikhail Youzhny,15,2002,Clay,57,65,50,61,32,54,48,1
Mikhail Youzhny,15,2002,Grass,24,62,47,66,36,52,44,0
Mikhail Youzhny,15,2002,Hard,48,64,52,55,27,54,40,0
Mikhail Youzhny,15,2001,All,126,62,50,58,31,51,43,0
